,submission_date,state,tot_cases,tot_death,new_case,new_death
49,2020-03-11,FL,6.0,0.0,6,0
50,2020-03-12,FL,5.0,0.0,5,0
51,2020-03-13,FL,20.0,0.0,20,0
52,2020-03-14,FL,40.0,2.0,40,2
53,2020-03-15,FL,31.0,1.0,31,1
54,2020-03-16,FL,27.0,0.0,27,0
55,2020-03-17,FL,61.0,3.0,61,3
56,2020-03-18,FL,98.0,1.0,98,1
57,2020-03-19,FL,77.0,2.0,77,2
58,2020-03-20,FL,142.0,2.0,142,2
59,2020-03-21,FL,203.0,8.0,203,8
60,2020-03-22,FL,297.0,3.0,297,3
61,2020-03-23,FL,177.0,5.0,177,5
62,2020-03-24,FL,283.0,14.0,283,14
63,2020-03-25,FL,496.0,19.0,496,19
64,2020-03-26,FL,535.0,13.0,535,13
65,2020-03-27,FL,657.0,17.0,657,17
66,2020-03-28,FL,707.0,12.0,707,12
67,2020-03-29,FL,875.0,19.0,875,19
68,2020-03-30,FL,850.0,22.0,850,22
69,2020-03-31,FL,902.0,32.0,902,32
70,2020-04-01,FL,1031.0,30.0,1031,30
71,2020-04-02,FL,1267.0,35.0,1267,35
72,2020-04-03,FL,1279.0,29.0,1279,29
73,2020-04-04,FL,1148.0,34.0,1148,34
74,2020-04-05,FL,764.0,44.0,764,44
75,2020-04-06,FL,1159.0,42.0,1159,42
76,2020-04-07,FL,1005.0,45.0,1005,45
77,2020-04-08,FL,1046.0,43.0,1046,43
78,2020-04-09,FL,1034.0,40.0,1034,40
79,2020-04-10,FL,1089.0,40.0,1089,40
80,2020-04-11,FL,1062.0,41.0,1062,41
81,2020-04-12,FL,809.0,35.0,809,35
82,2020-04-13,FL,922.0,42.0,922,42
83,2020-04-14,FL,593.0,48.0,593,48
84,2020-04-15,FL,897.0,40.0,897,40
85,2020-04-16,FL,1195.0,45.0,1195,45
86,2020-04-17,FL,1078.0,53.0,1078,53
87,2020-04-18,FL,741.0,38.0,741,38
88,2020-04-19,FL,709.0,47.0,709,47
89,2020-04-20,FL,744.0,50.0,744,50
90,2020-04-21,FL,861.0,48.0,861,48
91,2020-04-22,FL,697.0,46.0,697,46
92,2020-04-23,FL,1211.0,49.0,1211,49
93,2020-04-24,FL,733.0,39.0,733,39
94,2020-04-25,FL,793.0,39.0,793,39
95,2020-04-26,FL,518.0,46.0,518,46
96,2020-04-27,FL,746.0,45.0,746,45
97,2020-04-28,FL,342.0,49.0,342,49
98,2020-04-29,FL,514.0,47.0,514,47
99,2020-04-30,FL,976.0,49.0,976,49
100,2020-05-01,FL,702.0,51.0,702,51
101,2020-05-02,FL,630.0,30.0,630,30
102,2020-05-03,FL,763.0,45.0,763,45
103,2020-05-04,FL,573.0,57.0,573,57
104,2020-05-05,FL,583.0,42.0,583,42
105,2020-05-06,FL,627.0,48.0,627,48
106,2020-05-07,FL,343.0,41.0,343,41
107,2020-05-08,FL,771.0,35.0,771,35
108,2020-05-09,FL,680.0,30.0,680,30
109,2020-05-10,FL,383.0,36.0,383,36
110,2020-05-11,FL,605.0,47.0,605,47
111,2020-05-12,FL,798.0,40.0,798,40
112,2020-05-13,FL,789.0,37.0,789,37
113,2020-05-14,FL,785.0,42.0,785,42
114,2020-05-15,FL,478.0,32.0,478,32
115,2020-05-16,FL,1135.0,38.0,1135,38
116,2020-05-17,FL,651.0,44.0,651,44
117,2020-05-18,FL,610.0,26.0,610,26
118,2020-05-19,FL,474.0,35.0,474,35
119,2020-05-20,FL,1187.0,40.0,1187,40
120,2020-05-21,FL,722.0,39.0,722,39
121,2020-05-22,FL,731.0,38.0,731,38
122,2020-05-23,FL,544.0,38.0,544,38
123,2020-05-24,FL,976.0,36.0,976,36
124,2020-05-25,FL,499.0,36.0,499,36
125,2020-05-26,FL,474.0,27.0,474,27
126,2020-05-27,FL,610.0,38.0,610,38
127,2020-05-28,FL,1215.0,37.0,1215,37
128,2020-05-29,FL,751.0,30.0,751,30
129,2020-05-30,FL,870.0,34.0,870,34
130,2020-05-31,FL,699.0,37.0,699,37
131,2020-06-01,FL,601.0,34.0,601,34
132,2020-06-02,FL,1207.0,40.0,1207,40
133,2020-06-03,FL,1265.0,38.0,1265,38
134,2020-06-04,FL,1011.0,25.0,1011,25
135,2020-06-05,FL,1242.0,30.0,1242,30
136,2020-06-06,FL,1390.0,32.0,1390,32
137,2020-06-07,FL,1029.0,28.0,1029,28
138,2020-06-08,FL,1148.0,25.0,1148,25
139,2020-06-09,FL,1243.0,34.0,1243,34
140,2020-06-10,FL,1665.0,30.0,1665,30
141,2020-06-11,FL,1631.0,31.0,1631,31
142,2020-06-12,FL,2457.0,36.0,2457,36
143,2020-06-13,FL,2122.0,27.0,2122,27
144,2020-06-14,FL,1755.0,33.0,1755,33
145,2020-06-15,FL,2691.0,31.0,2691,31
146,2020-06-16,FL,2424.0,43.0,2424,43
147,2020-06-17,FL,2683.0,34.0,2683,34
148,2020-06-18,FL,3298.0,31.0,3298,31
149,2020-06-19,FL,3982.0,24.0,3982,24
150,2020-06-20,FL,4598.0,39.0,4598,39
151,2020-06-21,FL,2737.0,40.0,2737,40
152,2020-06-22,FL,3786.0,51.0,3786,51
153,2020-06-23,FL,5433.0,52.0,5433,52
154,2020-06-24,FL,4975.0,43.0,4975,43
155,2020-06-25,FL,8764.0,52.0,8764,52
156,2020-06-26,FL,9486.0,45.0,9486,45
157,2020-06-27,FL,8262.0,49.0,8262,49
158,2020-06-28,FL,5308.0,56.0,5308,56
159,2020-06-29,FL,5965.0,50.0,5965,50
160,2020-06-30,FL,6477.0,55.0,6477,55
161,2020-07-01,FL,9364.0,71.0,9364,71
162,2020-07-02,FL,9222.0,77.0,9222,77
163,2020-07-03,FL,11200.0,73.0,11200,73
164,2020-07-04,FL,9738.0,88.0,9738,88
165,2020-07-05,FL,6147.0,78.0,6147,78
166,2020-07-06,FL,7215.0,108.0,7215,108
167,2020-07-07,FL,9824.0,100.0,9824,100
168,2020-07-08,FL,8766.0,137.0,8766,137
169,2020-07-09,FL,11126.0,131.0,11126,131
170,2020-07-10,FL,10140.0,116.0,10140,116
171,2020-07-11,FL,14975.0,150.0,14975,150
172,2020-07-12,FL,12060.0,153.0,12060,153
173,2020-07-13,FL,9077.0,176.0,9077,176
174,2020-07-14,FL,9888.0,154.0,9888,154
175,2020-07-15,FL,13599.0,172.0,13599,172
176,2020-07-16,FL,11075.0,200.0,11075,200
177,2020-07-17,FL,10057.0,192.0,10057,192
178,2020-07-18,FL,12231.0,178.0,12231,178
179,2020-07-19,FL,10227.0,200.0,10227,200
180,2020-07-20,FL,9105.0,200.0,9105,200
181,2020-07-21,FL,9545.0,213.0,9545,213
182,2020-07-22,FL,9960.0,207.0,9960,207
183,2020-07-23,FL,12134.0,223.0,12134,223
184,2020-07-24,FL,11838.0,221.0,11838,221
185,2020-07-25,FL,9119.0,218.0,9119,218
186,2020-07-26,FL,8679.0,207.0,8679,207
187,2020-07-27,FL,9014.0,208.0,9014,208
188,2020-07-28,FL,9193.0,215.0,9193,215
189,2020-07-29,FL,9711.0,226.0,9711,226
190,2020-07-30,FL,8752.0,224.0,8752,224
191,2020-07-31,FL,9309.0,231.0,9309,231
192,2020-08-01,FL,6923.0,223.0,6923,223
193,2020-08-02,FL,4745.0,200.0,4745,200
194,2020-08-03,FL,5303.0,218.0,5303,218
195,2020-08-04,FL,5366.0,245.0,5366,245
196,2020-08-05,FL,7457.0,233.0,7457,233
197,2020-08-06,FL,7412.0,205.0,7412,205
198,2020-08-07,FL,8211.0,211.0,8211,211
199,2020-08-08,FL,6035.0,162.0,6035,162
200,2020-08-09,FL,4082.0,172.0,4082,172
201,2020-08-10,FL,5678.0,183.0,5678,183
202,2020-08-11,FL,7897.0,187.0,7897,187
203,2020-08-12,FL,6114.0,178.0,6114,178
204,2020-08-13,FL,6011.0,168.0,6011,168
205,2020-08-14,FL,6168.0,163.0,6168,163
206,2020-08-15,FL,3750.0,183.0,3750,183
207,2020-08-16,FL,2626.0,140.0,2626,140
208,2020-08-17,FL,3799.0,158.0,3799,158
209,2020-08-18,FL,4062.0,156.0,4062,156
210,2020-08-19,FL,4477.0,177.0,4477,177
211,2020-08-20,FL,4554.0,163.0,4554,163
212,2020-08-21,FL,4239.0,162.0,4239,162
213,2020-08-22,FL,2958.0,141.0,2958,141
214,2020-08-23,FL,2025.0,127.0,2025,127
215,2020-08-24,FL,2698.0,116.0,2698,116
216,2020-08-25,FL,3211.0,131.0,3211,131
217,2020-08-26,FL,3132.0,150.0,3132,150
218,2020-08-27,FL,3544.0,110.0,3544,110
219,2020-08-28,FL,3073.0,138.0,3073,138
220,2020-08-29,FL,2576.0,119.0,2576,119
221,2020-08-30,FL,1663.0,98.0,1663,98
222,2020-08-31,FL,7205.0,120.0,7205,120
223,2020-09-01,FL,2490.0,100.0,2490,100
224,2020-09-02,FL,3546.0,102.0,3546,102
225,2020-09-03,FL,3173.0,98.0,3173,98
226,2020-09-04,FL,3636.0,106.0,3636,106
227,2020-09-05,FL,2453.0,99.0,2453,99
228,2020-09-06,FL,1852.0,102.0,1852,102
229,2020-09-07,FL,1776.0,91.0,1776,91
230,2020-09-08,FL,2308.0,80.0,2308,80
231,2020-09-09,FL,2522.0,91.0,2522,91
232,2020-09-10,FL,3612.0,81.0,3612,81
233,2020-09-11,FL,3132.0,81.0,3132,81
234,2020-09-12,FL,2353.0,53.0,2353,53
235,2020-09-13,FL,1763.0,75.0,1763,75
236,2020-09-14,FL,2635.0,74.0,2635,74
237,2020-09-15,FL,2288.0,76.0,2288,76
238,2020-09-16,FL,3251.0,75.0,3251,75
239,2020-09-17,FL,3165.0,63.0,3165,63
240,2020-09-18,FL,3526.0,62.0,3526,62
241,2020-09-19,FL,2472.0,72.0,2472,72
242,2020-09-20,FL,1634.0,63.0,1634,63
243,2020-09-21,FL,2382.0,73.0,2382,73
244,2020-09-22,FL,2579.0,76.0,2579,76
245,2020-09-23,FL,2580.0,68.0,2580,68
246,2020-09-24,FL,2799.0,59.0,2799,59
247,2020-09-25,FL,2769.0,73.0,2769,73
248,2020-09-26,FL,1834.0,62.0,1834,62
249,2020-09-27,FL,804.0,55.0,804,55
250,2020-09-28,FL,3179.0,50.0,3179,50
251,2020-09-29,FL,2062.0,51.0,2062,51
252,2020-09-30,FL,2792.0,44.0,2792,44
253,2020-10-01,FL,2654.0,48.0,2654,48
254,2020-10-02,FL,2770.0,63.0,2770,63
255,2020-10-03,FL,1850.0,41.0,1850,41
256,2020-10-04,FL,1380.0,55.0,1380,55
257,2020-10-05,FL,2277.0,41.0,2277,41
258,2020-10-06,FL,2500.0,60.0,2500,60
259,2020-10-07,FL,3267.0,75.0,3267,75
260,2020-10-08,FL,2858.0,48.0,2858,48
261,2020-10-09,FL,1774.0,45.0,1774,45
262,2020-10-10,FL,3592.0,48.0,3592,48
263,2020-10-11,FL,1550.0,58.0,1550,58
